Timestamp,CPU_Percent,RAM_MB
2026-03-24 18:26:46,0,2604.4
2026-03-24 18:26:48,0,2606.3
2026-03-24 18:26:50,0,2602
2026-03-24 18:26:52,0,2604.4
2026-03-24 18:26:54,0,2606.9
2026-03-24 18:26:56,0,2602.1
2026-03-24 18:26:58,0,2604.9
2026-03-24 18:27:00,0,2607.1
2026-03-24 18:27:02,22,2603.2
2026-03-24 18:27:04,0,2605.4
2026-03-24 18:27:06,0,2607.5
2026-03-24 18:27:08,0,2603
2026-03-24 18:27:10,0,2605.4
2026-03-24 18:27:12,0,2607.9
2026-03-24 18:27:14,0,2602.7
2026-03-24 18:27:16,0,2605.6
2026-03-24 18:27:18,27,2603.8
2026-03-24 18:27:20,0,2606
2026-03-24 18:27:22,0,2608.2
2026-03-24 18:27:24,0,2604.9
2026-03-24 18:27:26,0,2607.3
2026-03-24 18:27:28,0,2609.5
2026-03-24 18:27:30,0,2605.5
2026-03-24 18:27:32,0,2607.9
2026-03-24 18:27:34,0,2605.2
2026-03-24 18:27:36,0,2607.6
2026-03-24 18:27:38,0,2609.6
2026-03-24 18:27:40,0,2606
2026-03-24 18:27:42,0,2608.2
2026-03-24 18:27:44,0,2610.8
2026-03-24 18:27:46,5,2606.7
2026-03-24 18:27:48,0,2609.3
2026-03-24 18:27:50,22,2607.1
2026-03-24 18:27:52,0,2609.4
2026-03-24 18:27:54,0,2611.4
2026-03-24 18:27:56,0,2607.7
2026-03-24 18:27:58,0,2609.4
2026-03-24 18:28:00,0,2611.8
2026-03-24 18:28:02,0,2608.5
2026-03-24 18:28:04,0,2610.6
2026-03-24 18:28:06,0,2607.7
2026-03-24 18:28:08,0,2610
2026-03-24 18:28:10,0,2612
2026-03-24 18:28:12,0,2607.9
2026-03-24 18:28:14,0,2610.9
2026-03-24 18:28:16,0,2613.1
2026-03-24 18:28:18,0,2609.7
2026-03-24 18:28:20,0,2611.9
2026-03-24 18:28:22,0,2609.1
2026-03-24 18:28:24,0,2638.2
2026-03-24 18:28:26,0,2616.3
2026-03-24 18:28:28,0,2613.1
2026-03-24 18:28:30,0,2615.6
2026-03-24 18:28:32,0,2618
2026-03-24 18:28:34,0,2614.1
2026-03-24 18:28:36,0,2616.1
2026-03-24 18:28:38,0,2613.5
2026-03-24 18:28:40,0,2615.8
2026-03-24 18:28:42,0,2617.6
2026-03-24 18:28:44,0,2613.1
2026-03-24 18:28:46,0,2616.1
2026-03-24 18:28:48,0,2618.9
2026-03-24 18:28:50,0,2614.6
2026-03-24 18:28:52,0,2617.2
2026-03-24 18:28:54,0,2619.6
2026-03-24 18:28:56,0,2616.3
2026-03-24 18:28:58,0,2618.6
2026-03-24 18:29:00,0,2620
2026-03-24 18:29:02,0,2616.5
2026-03-24 18:29:04,0,2618.9
2026-03-24 18:29:06,0,2621.3
2026-03-24 18:29:08,0,2617.2
2026-03-24 18:29:10,0,2619.3
2026-03-24 18:29:12,0,2615.8
2026-03-24 18:29:14,0,2618.3
2026-03-24 18:29:16,0,2622.1
2026-03-24 18:29:18,0,2614.9
2026-03-24 18:29:20,0,2618.8
2026-03-24 18:29:22,0,2621.5
2026-03-24 18:29:24,0,2618.1
2026-03-24 18:29:26,0,2620.1
2026-03-24 18:29:28,0,2621.3
2026-03-24 18:29:30,0,2617.5
2026-03-24 18:29:32,0,2619.7
2026-03-24 18:29:34,0,2621
2026-03-24 18:29:36,0,2617.7
2026-03-24 18:29:38,0,2620.3
2026-03-24 18:29:40,0,2622.4
2026-03-24 18:29:42,0,2618.8
2026-03-24 18:29:44,0,2621
2026-03-24 18:29:46,0,2622.6
2026-03-24 18:29:48,0,2618.8
2026-03-24 18:29:50,0,2621.1
2026-03-24 18:29:52,0,2623.7
2026-03-24 18:29:54,0,2617.1
2026-03-24 18:29:56,0,2620.8
2026-03-24 18:29:58,0,2623.8
2026-03-24 18:30:00,0,2619.9
2026-03-24 18:30:02,0,2622
2026-03-24 18:30:04,0,2622.8
2026-03-24 18:30:06,0,2619.3
2026-03-24 18:30:08,0,2621.7
2026-03-24 18:30:10,0,2623.3
2026-03-24 18:30:12,0,2620.2
2026-03-24 18:30:14,27,2622.6
2026-03-24 18:30:16,0,2624.8
2026-03-24 18:30:18,0,2621.4
2026-03-24 18:30:20,0,2623.6
2026-03-24 18:30:22,0,2624.5
2026-03-24 18:30:24,0,2652.3
2026-03-24 18:30:26,0,2625.9
2026-03-24 18:30:28,0,2630.1
2026-03-24 18:30:30,0,2624.5
2026-03-24 18:30:32,0,2629.1
2026-03-24 18:30:34,0,2632.6
2026-03-24 18:30:36,0,2627.9
2026-03-24 18:30:38,0,2630.1
2026-03-24 18:30:40,0,2632.2
2026-03-24 18:30:42,28,2628.2
2026-03-24 18:30:44,0,2630.5
2026-03-24 18:30:46,0,2633.9
2026-03-24 18:30:48,0,2630.2
2026-03-24 18:30:50,0,2632.2
2026-03-24 18:30:52,0,2634.3
2026-03-24 18:30:54,0,2630.2
2026-03-24 18:30:56,0,2632.5
2026-03-24 18:30:58,0,2632.9
2026-03-24 18:31:00,0,2629.4
2026-03-24 18:31:02,0,2631.9
2026-03-24 18:31:04,22,2634.7
2026-03-24 18:31:06,0,2627.9
2026-03-24 18:31:08,0,2631.9
2026-03-24 18:31:10,0,2634.5
2026-03-24 18:31:12,0,2630.7
2026-03-24 18:31:14,0,2632.8
2026-03-24 18:31:16,0,2634
2026-03-24 18:31:18,0,2630.6
2026-03-24 18:31:20,23,2632.9
2026-03-24 18:31:22,0,2634.2
2026-03-24 18:31:24,0,2630.8
2026-03-24 18:31:26,0,2633.5
2026-03-24 18:31:28,0,2635.6
2026-03-24 18:31:30,0,2631.8
2026-03-24 18:31:32,0,2633.9
2026-03-24 18:31:34,0,2631.2
2026-03-24 18:31:36,0,2633.4
2026-03-24 18:31:38,0,2636.6
2026-03-24 18:31:40,0,2629.3
2026-03-24 18:31:42,0,2633.6
2026-03-24 18:31:44,0,2636.2
2026-03-24 18:31:46,0,2631.6
2026-03-24 18:31:48,0,2634.5
2026-03-24 18:31:50,0,2631.1
2026-03-24 18:31:52,0,2633.7
2026-03-24 18:31:54,0,2637.6
2026-03-24 18:31:56,0,2632.4
2026-03-24 18:31:58,0,2635
2026-03-24 18:32:00,0,2637.5
2026-03-24 18:32:02,0,2634.1
2026-03-24 18:32:04,0,2636.6
2026-03-24 18:32:06,0,2633.2
2026-03-24 18:32:08,0,2635.6
2026-03-24 18:32:10,0,2667.1
2026-03-24 18:32:12,0,2633.6
2026-03-24 18:32:14,0,2636.4
2026-03-24 18:32:16,0,2639.9
2026-03-24 18:32:18,0,2636.4
2026-03-24 18:32:20,0,2638.5
2026-03-24 18:32:22,0,2633.4
2026-03-24 18:32:24,0,2637.2
2026-03-24 18:32:26,0,2641.1
2026-03-24 18:32:28,0,2637.1
2026-03-24 18:32:30,0,2639.5
2026-03-24 18:32:32,0,2641.6
2026-03-24 18:32:34,0,2638
2026-03-24 18:32:36,0,2640.2
2026-03-24 18:32:38,0,2642
2026-03-24 18:32:40,5,2638.4
2026-03-24 18:32:42,0,2640.5
2026-03-24 18:32:44,0,2643.3
2026-03-24 18:32:46,0,2638.1
2026-03-24 18:32:48,0,2640.2
2026-03-24 18:32:50,0,2642.8
2026-03-24 18:32:52,0,2638.8
2026-03-24 18:32:54,5,2640.9
2026-03-24 18:32:56,0,2673
